interval_datetime,region_id,rrp,total_demand_mw,scheduled_generation_mw
2024-08-22 23:35:00,NSW1,109.14,8062.8,7476.8
2024-08-22 23:40:00,NSW1,61.15,8169.3,7911.2
2024-08-22 23:45:00,NSW1,22.92,7921.2,7459.5
2024-08-22 23:50:00,NSW1,67.27,8406.3,7741.0
2024-08-22 23:55:00,NSW1,72.47,8138.6,7629.8
2024-08-23 00:00:00,NSW1,92.33,8353.5,7967.4
2024-08-23 00:05:00,NSW1,34.77,8207.2,7990.6
2024-08-23 00:10:00,NSW1,115.14,7967.9,7386.4
2024-08-23 00:15:00,NSW1,92.87,7891.0,7451.9
2024-08-23 00:20:00,NSW1,56.59,8272.1,7855.6
2024-08-23 00:25:00,NSW1,60.11,7711.2,7194.5
2024-08-23 00:30:00,NSW1,83.92,8182.2,7616.3
2024-08-23 00:35:00,NSW1,56.89,8012.8,7394.0
2024-08-23 00:40:00,NSW1,75.37,8063.5,7823.7
2024-08-23 00:45:00,NSW1,93.55,7930.4,7677.0
2024-08-23 00:50:00,NSW1,91.36,8239.1,7827.9
2024-08-23 00:55:00,NSW1,69.98,7916.3,7705.5
2024-08-23 01:00:00,NSW1,85.48,8234.2,7918.9
2024-08-23 01:05:00,NSW1,106.01,8312.8,7758.4
2024-08-23 01:10:00,NSW1,69.57,8070.9,7599.5
2024-08-23 01:15:00,NSW1,98.68,8172.3,7712.4
2024-08-23 01:20:00,NSW1,85.17,8188.4,8009.5
2024-08-23 01:25:00,NSW1,91.04,7897.0,7656.2
2024-08-23 01:30:00,NSW1,95.82,8064.9,7729.3
2024-08-23 01:35:00,NSW1,43.08,7878.4,7680.0
2024-08-23 01:40:00,NSW1,51.75,7998.7,7677.0
2024-08-23 01:45:00,NSW1,84.42,8022.1,7486.5
2024-08-23 01:50:00,NSW1,108.55,7767.5,7380.7
2024-08-23 01:55:00,NSW1,84.63,7775.1,7530.7
2024-08-23 02:00:00,NSW1,82.48,7718.4,7396.9
2024-08-23 02:05:00,NSW1,72.49,7847.8,7441.9
2024-08-23 02:10:00,NSW1,97.47,7706.3,7395.6
2024-08-23 02:15:00,NSW1,98.83,7420.8,7004.4
2024-08-23 02:20:00,NSW1,61.1,7832.6,7413.2
2024-08-23 02:25:00,NSW1,56.25,7393.3,6839.8
2024-08-23 02:30:00,NSW1,58.25,7485.5,7234.2
2024-08-23 02:35:00,NSW1,79.19,7688.3,7527.5
2024-08-23 02:40:00,NSW1,101.13,7624.3,7073.6
2024-08-23 02:45:00,NSW1,113.67,7670.8,7376.2
2024-08-23 02:50:00,NSW1,27.26,7726.6,7441.1
2024-08-23 02:55:00,NSW1,91.04,7511.8,6999.6
2024-08-23 03:00:00,NSW1,74.12,7786.0,7357.4
2024-08-23 03:05:00,NSW1,121.41,7628.7,7314.3
2024-08-23 03:10:00,NSW1,61.83,7654.2,7293.9
2024-08-23 03:15:00,NSW1,65.34,7323.7,7021.4
2024-08-23 03:20:00,NSW1,119.17,7558.1,6968.2
2024-08-23 03:25:00,NSW1,73.79,7755.7,7350.0
2024-08-23 03:30:00,NSW1,62.61,7486.0,7162.8
2024-08-23 03:35:00,NSW1,60.33,7986.4,7730.3
2024-08-23 03:40:00,NSW1,97.31,7810.0,7351.0
2024-08-23 03:45:00,NSW1,58.79,7677.8,7067.4
2024-08-23 03:50:00,NSW1,117.22,7823.7,7396.6
2024-08-23 03:55:00,NSW1,83.5,7594.0,7118.5
2024-08-23 04:00:00,NSW1,115.59,7932.5,7570.0
2024-08-23 04:05:00,NSW1,93.51,7575.5,7377.0
2024-08-23 04:10:00,NSW1,98.74,8153.5,7871.3
2024-08-23 04:15:00,NSW1,84.43,7839.5,7356.0
2024-08-23 04:20:00,NSW1,103.58,8127.6,7924.0
2024-08-23 04:25:00,NSW1,41.8,8136.4,7963.7
2024-08-23 04:30:00,NSW1,80.31,8078.8,7802.9
2024-08-23 04:35:00,NSW1,91.86,8261.7,7639.5
2024-08-23 04:40:00,NSW1,67.83,8137.4,7928.8
2024-08-23 04:45:00,NSW1,81.03,8022.8,7384.8
2024-08-23 04:50:00,NSW1,93.57,8281.0,7823.3
2024-08-23 04:55:00,NSW1,84.18,8289.7,7687.0
2024-08-23 05:00:00,NSW1,107.8,8409.9,8147.4
2024-08-23 05:05:00,NSW1,71.18,8096.7,7782.7
2024-08-23 05:10:00,NSW1,79.97,8655.7,7977.7
2024-08-23 05:15:00,NSW1,66.57,8318.1,7747.8
2024-08-23 05:20:00,NSW1,133.11,8541.2,7930.3
2024-08-23 05:25:00,NSW1,105.99,8267.0,7971.7
2024-08-23 05:30:00,NSW1,102.54,8276.9,7956.5
2024-08-23 05:35:00,NSW1,44.0,8312.9,7753.4
2024-08-23 05:40:00,NSW1,74.15,8855.3,8470.1
2024-08-23 05:45:00,NSW1,87.67,8294.3,7895.5
2024-08-23 05:50:00,NSW1,107.81,8679.0,8492.1
2024-08-23 05:55:00,NSW1,78.71,8576.5,8008.0
2024-08-23 06:00:00,NSW1,86.1,8573.2,8038.2
2024-08-23 06:05:00,NSW1,91.7,8817.3,8208.2
2024-08-23 06:10:00,NSW1,85.47,8647.4,8373.8
2024-08-23 06:15:00,NSW1,81.3,8563.1,7979.8
2024-08-23 06:20:00,NSW1,32.49,8762.2,8553.8
2024-08-23 06:25:00,NSW1,89.42,9064.6,8699.1
2024-08-23 06:30:00,NSW1,85.08,8876.0,8355.4
2024-08-23 06:35:00,NSW1,63.9,8917.6,8718.8
2024-08-23 06:40:00,NSW1,38.96,9120.8,8573.9
2024-08-23 06:45:00,NSW1,70.48,8952.6,8322.0
2024-08-23 06:50:00,NSW1,42.87,8999.3,8785.7
2024-08-23 06:55:00,NSW1,83.78,9247.4,8594.6
2024-08-23 07:00:00,NSW1,100.86,9160.3,8695.7
2024-08-23 07:05:00,NSW1,97.8,9302.7,8876.3
2024-08-23 07:10:00,NSW1,111.43,9239.5,8920.9
2024-08-23 07:15:00,NSW1,84.58,9129.9,8741.3
2024-08-23 07:20:00,NSW1,80.14,9227.7,8507.3
2024-08-23 07:25:00,NSW1,107.03,9168.2,8819.3
2024-08-23 07:30:00,NSW1,84.55,9468.7,8835.1
2024-08-23 07:35:00,NSW1,108.89,9459.5,8821.0
2024-08-23 07:40:00,NSW1,60.53,9693.5,9302.2
2024-08-23 07:45:00,NSW1,115.8,9393.0,9193.9
2024-08-23 07:50:00,NSW1,96.1,9835.8,9290.7
2024-08-23 07:55:00,NSW1,32.79,9586.6,9105.4
2024-08-23 08:00:00,NSW1,84.27,9504.8,9006.4
2024-08-23 08:05:00,NSW1,125.18,9566.4,9011.7
2024-08-23 08:10:00,NSW1,87.87,9425.3,9048.9
2024-08-23 08:15:00,NSW1,40.95,9309.7,9012.8
2024-08-23 08:20:00,NSW1,59.13,9309.2,8606.8
2024-08-23 08:25:00,NSW1,97.32,9147.0,8907.6
2024-08-23 08:30:00,NSW1,90.32,9148.3,8482.2
2024-08-23 08:35:00,NSW1,80.22,9710.9,9018.2
2024-08-23 08:40:00,NSW1,125.35,9072.6,8783.1
2024-08-23 08:45:00,NSW1,78.13,9102.3,8490.0
2024-08-23 08:50:00,NSW1,64.61,9426.0,9124.6
2024-08-23 08:55:00,NSW1,63.33,9103.5,8670.8
2024-08-23 09:00:00,NSW1,2358.1,9345.4,8840.3
2024-08-23 09:05:00,NSW1,81.78,9100.5,8446.2
2024-08-23 09:10:00,NSW1,83.27,9021.2,8412.5
2024-08-23 09:15:00,NSW1,68.16,8999.9,8570.1
2024-08-23 09:20:00,NSW1,92.25,8902.0,8203.9
2024-08-23 09:25:00,NSW1,56.21,9320.2,8895.5
2024-08-23 09:30:00,NSW1,58.87,8912.1,8455.5
2024-08-23 09:35:00,NSW1,54.79,8857.9,8544.7
2024-08-23 09:40:00,NSW1,88.08,8682.4,8308.9
2024-08-23 09:45:00,NSW1,82.08,8726.1,8223.6
2024-08-23 09:50:00,NSW1,99.31,8567.7,8328.9
2024-08-23 09:55:00,NSW1,76.24,8649.7,7980.5
2024-08-23 10:00:00,NSW1,43.82,8641.4,8206.7
2024-08-23 10:05:00,NSW1,82.72,8576.7,7954.7
2024-08-23 10:10:00,NSW1,100.87,8446.9,8098.6
2024-08-23 10:15:00,NSW1,97.98,8300.2,8066.0
2024-08-23 10:20:00,NSW1,91.37,8718.5,8362.8
2024-08-23 10:25:00,NSW1,84.52,8364.4,8103.8
2024-08-23 10:30:00,NSW1,118.97,8297.4,7939.5
2024-08-23 10:35:00,NSW1,63.35,8382.2,7893.3
2024-08-23 10:40:00,NSW1,79.58,8030.0,7502.6
2024-08-23 10:45:00,NSW1,89.44,8550.8,8127.3
2024-08-23 10:50:00,NSW1,121.18,8506.9,8154.1
2024-08-23 10:55:00,NSW1,75.52,8333.6,7677.2
2024-08-23 11:00:00,NSW1,83.17,8690.3,8054.2
2024-08-23 11:05:00,NSW1,66.26,8095.8,7876.5
2024-08-23 11:10:00,NSW1,85.78,8649.2,8158.7
2024-08-23 11:15:00,NSW1,59.22,8453.7,7874.2
2024-08-23 11:20:00,NSW1,72.38,8441.4,7935.6
2024-08-23 11:25:00,NSW1,112.38,8438.7,8112.1
2024-08-23 11:30:00,NSW1,91.92,8133.5,7765.9
2024-08-23 11:35:00,NSW1,68.83,8277.9,7756.3
2024-08-23 11:40:00,NSW1,80.12,8132.8,7535.8
2024-08-23 11:45:00,NSW1,74.47,8091.6,7880.6
2024-08-23 11:50:00,NSW1,50.59,8352.7,7878.2
2024-08-23 11:55:00,NSW1,62.22,8064.9,7482.8
2024-08-23 12:00:00,NSW1,92.71,8288.3,8090.4
2024-08-23 12:05:00,NSW1,88.32,8232.0,7739.1
2024-08-23 12:10:00,NSW1,108.65,8268.2,7725.1
2024-08-23 12:15:00,NSW1,53.2,8030.9,7436.1
2024-08-23 12:20:00,NSW1,48.36,7838.3,7404.5
2024-08-23 12:25:00,NSW1,74.13,8087.0,7905.5
2024-08-23 12:30:00,NSW1,80.72,8212.2,7695.9
2024-08-23 12:35:00,NSW1,72.85,8194.2,7573.8
2024-08-23 12:40:00,NSW1,101.94,8271.5,7752.0
2024-08-23 12:45:00,NSW1,49.45,8404.4,7850.3
2024-08-23 12:50:00,NSW1,111.58,8533.4,7876.6
2024-08-23 12:55:00,NSW1,66.74,7994.7,7425.7
2024-08-23 13:00:00,NSW1,82.2,8235.5,7864.2
2024-08-23 13:05:00,NSW1,44.38,8039.6,7600.3
2024-08-23 13:10:00,NSW1,85.13,8392.7,8186.8
2024-08-23 13:15:00,NSW1,67.6,8195.2,7676.3
2024-08-23 13:20:00,NSW1,51.79,8341.9,7758.2
2024-08-23 13:25:00,NSW1,86.35,8258.4,7936.5
2024-08-23 13:30:00,NSW1,54.98,8188.9,7554.2
2024-08-23 13:35:00,NSW1,65.78,8050.4,7732.0
2024-08-23 13:40:00,NSW1,34.17,8190.9,7947.8
2024-08-23 13:45:00,NSW1,90.06,8050.7,7525.7
2024-08-23 13:50:00,NSW1,47.66,8244.3,7611.0
2024-08-23 13:55:00,NSW1,95.05,8255.1,8013.4
2024-08-23 14:00:00,NSW1,106.6,8299.1,7733.8
2024-08-23 14:05:00,NSW1,64.45,7937.3,7547.8
2024-08-23 14:10:00,NSW1,67.93,8282.9,7859.3
2024-08-23 14:15:00,NSW1,110.05,8196.9,7774.7
2024-08-23 14:20:00,NSW1,88.55,8416.2,8187.5
2024-08-23 14:25:00,NSW1,89.56,8235.9,7830.4
2024-08-23 14:30:00,NSW1,69.85,8348.6,7970.9
2024-08-23 14:35:00,NSW1,87.3,8380.0,7815.8
2024-08-23 14:40:00,NSW1,79.08,8300.3,8103.5
2024-08-23 14:45:00,NSW1,100.66,8334.1,7819.6
2024-08-23 14:50:00,NSW1,119.21,8101.6,7823.1
2024-08-23 14:55:00,NSW1,59.49,8448.7,7936.7
2024-08-23 15:00:00,NSW1,76.86,8422.0,7893.5
2024-08-23 15:05:00,NSW1,68.69,8091.2,7515.5
2024-08-23 15:10:00,NSW1,94.24,8210.7,7615.4
2024-08-23 15:15:00,NSW1,89.67,8312.4,8030.8
2024-08-23 15:20:00,NSW1,92.91,8476.5,8143.4
2024-08-23 15:25:00,NSW1,67.76,8501.8,8281.5
2024-08-23 15:30:00,NSW1,64.56,8334.8,7729.2
2024-08-23 15:35:00,NSW1,65.75,8371.5,7987.5
2024-08-23 15:40:00,NSW1,130.19,8348.4,8159.7
2024-08-23 15:45:00,NSW1,85.94,8358.5,8187.7
2024-08-23 15:50:00,NSW1,47.92,8750.1,8124.2
2024-08-23 15:55:00,NSW1,98.68,8482.3,8000.8
2024-08-23 16:00:00,NSW1,106.06,8499.9,8325.7
2024-08-23 16:05:00,NSW1,77.0,8483.0,8190.6
2024-08-23 16:10:00,NSW1,71.14,8605.0,8100.3
2024-08-23 16:15:00,NSW1,108.24,8686.9,8326.5
2024-08-23 16:20:00,NSW1,121.74,8808.9,8437.9
2024-08-23 16:25:00,NSW1,115.07,8664.9,8111.9
2024-08-23 16:30:00,NSW1,103.18,8526.6,8052.2
2024-08-23 16:35:00,NSW1,126.01,9280.2,8772.2
2024-08-23 16:40:00,NSW1,108.23,8900.2,8666.9
2024-08-23 16:45:00,NSW1,104.37,9295.3,8844.6
2024-08-23 16:50:00,NSW1,72.74,9050.3,8426.8
2024-08-23 16:55:00,NSW1,109.91,9165.1,8569.0
2024-08-23 17:00:00,NSW1,88.2,9186.5,8721.9
2024-08-23 17:05:00,NSW1,105.81,9289.4,8784.6
2024-08-23 17:10:00,NSW1,78.92,9371.9,9119.1
2024-08-23 17:15:00,NSW1,126.71,9299.8,8618.3
2024-08-23 17:20:00,NSW1,108.31,9640.1,9033.3
2024-08-23 17:25:00,NSW1,54.63,9547.4,9310.9
2024-08-23 17:30:00,NSW1,81.67,9791.8,9161.8
2024-08-23 17:35:00,NSW1,115.4,9491.0,8844.9
2024-08-23 17:40:00,NSW1,98.13,9858.2,9142.6
2024-08-23 17:45:00,NSW1,59.08,9723.1,9281.8
2024-08-23 17:50:00,NSW1,93.26,9685.6,9207.4
2024-08-23 17:55:00,NSW1,104.22,9760.1,9374.2
2024-08-23 18:00:00,NSW1,120.23,9490.2,9210.6
2024-08-23 18:05:00,NSW1,90.78,9788.5,9253.9
2024-08-23 18:10:00,NSW1,139.44,9403.5,8923.4
2024-08-23 18:15:00,NSW1,120.84,9650.0,9455.7
2024-08-23 18:20:00,NSW1,81.2,9708.7,9420.7
2024-08-23 18:25:00,NSW1,100.47,9716.4,8982.7
2024-08-23 18:30:00,NSW1,71.73,9612.7,8940.9
2024-08-23 18:35:00,NSW1,70.64,9552.3,9288.9
2024-08-23 18:40:00,NSW1,109.76,9581.0,8841.9
2024-08-23 18:45:00,NSW1,94.75,9453.1,8892.2
2024-08-23 18:50:00,NSW1,74.22,9445.0,8746.8
2024-08-23 18:55:00,NSW1,83.56,9695.1,9311.7
2024-08-23 19:00:00,NSW1,114.01,9362.0,9092.5
2024-08-23 19:05:00,NSW1,109.98,9155.9,8872.7
2024-08-23 19:10:00,NSW1,100.63,9395.2,9202.6
2024-08-23 19:15:00,NSW1,70.13,8940.8,8730.0
2024-08-23 19:20:00,NSW1,77.81,9369.3,9111.4
2024-08-23 19:25:00,NSW1,130.08,9084.8,8767.4
2024-08-23 19:30:00,NSW1,72.82,8862.2,8480.6
2024-08-23 19:35:00,NSW1,92.94,8821.1,8396.7
2024-08-23 19:40:00,NSW1,57.9,8879.5,8235.4
2024-08-23 19:45:00,NSW1,85.78,8616.6,8248.1
2024-08-23 19:50:00,NSW1,100.61,8767.2,8544.1
2024-08-23 19:55:00,NSW1,67.37,8815.0,8585.1
2024-08-23 20:00:00,NSW1,84.89,8596.4,8253.3
2024-08-23 20:05:00,NSW1,102.13,8698.7,8008.7
2024-08-23 20:10:00,NSW1,59.33,8362.4,8115.3
2024-08-23 20:15:00,NSW1,57.28,8415.9,8177.1
2024-08-23 20:20:00,NSW1,109.58,8313.9,7740.8
2024-08-23 20:25:00,NSW1,53.12,8158.4,7934.7
2024-08-23 20:30:00,NSW1,102.37,8187.8,7541.6
2024-08-23 20:35:00,NSW1,38.65,8421.7,8101.9
2024-08-23 20:40:00,NSW1,65.55,8053.1,7535.9
2024-08-23 20:45:00,NSW1,53.27,8046.7,7507.9
2024-08-23 20:50:00,NSW1,73.79,8428.1,8098.2
2024-08-23 20:55:00,NSW1,19.03,8378.7,7745.8
2024-08-23 21:00:00,NSW1,39.4,8264.5,7647.1
2024-08-23 21:05:00,NSW1,54.17,8135.8,7542.5
2024-08-23 21:10:00,NSW1,64.6,8129.8,7638.5
2024-08-23 21:15:00,NSW1,73.47,8276.6,7776.7
2024-08-23 21:20:00,NSW1,72.87,8182.3,8011.4
2024-08-23 21:25:00,NSW1,95.93,7997.5,7696.3
2024-08-23 21:30:00,NSW1,60.05,8197.9,7814.9
2024-08-23 21:35:00,NSW1,107.13,8114.5,7822.9
2024-08-23 21:40:00,NSW1,71.11,8075.2,7815.4
2024-08-23 21:45:00,NSW1,76.49,8326.4,7892.8
2024-08-23 21:50:00,NSW1,85.21,8175.4,7640.6
2024-08-23 21:55:00,NSW1,50.08,8324.9,7947.8
2024-08-23 22:00:00,NSW1,95.26,8404.2,8149.0
2024-08-23 22:05:00,NSW1,75.63,8004.0,7481.9
2024-08-23 22:10:00,NSW1,62.72,8080.8,7758.1
2024-08-23 22:15:00,NSW1,102.28,8504.7,8217.2
2024-08-23 22:20:00,NSW1,60.62,8235.7,7837.5
2024-08-23 22:25:00,NSW1,68.78,8376.5,8079.6
2024-08-23 22:30:00,NSW1,65.64,8110.9,7674.8
2024-08-23 22:35:00,NSW1,94.36,8177.2,7977.3
2024-08-23 22:40:00,NSW1,78.06,8331.3,7758.5
2024-08-23 22:45:00,NSW1,74.96,8388.2,8143.6
2024-08-23 22:50:00,NSW1,81.14,8079.8,7603.8
2024-08-23 22:55:00,NSW1,98.35,8300.0,7646.9
2024-08-23 23:00:00,NSW1,82.98,8194.9,7569.7
2024-08-23 23:05:00,NSW1,102.7,8525.2,7991.8
2024-08-23 23:10:00,NSW1,53.07,8138.5,7611.8
2024-08-23 23:15:00,NSW1,76.26,8047.3,7521.1
2024-08-23 23:20:00,NSW1,94.15,7991.3,7762.8
2024-08-23 23:25:00,NSW1,91.74,8087.4,7745.5
2024-08-23 23:30:00,NSW1,63.89,8188.0,7762.4
2024-08-23 23:35:00,NSW1,91.24,8108.9,7591.2
2024-08-23 23:40:00,NSW1,76.48,8190.9,7849.3
2024-08-23 23:45:00,NSW1,81.05,8286.4,7915.7
2024-08-23 23:50:00,NSW1,93.13,8344.8,8021.2
2024-08-23 23:55:00,NSW1,45.42,8104.1,7917.6
2024-08-24 00:00:00,NSW1,111.4,7090.8,6534.6
2024-08-24 00:05:00,NSW1,67.11,7250.3,7084.2
2024-08-24 00:10:00,NSW1,46.57,6930.4,6695.2
2024-08-24 00:15:00,NSW1,79.4,6989.0,6564.2
2024-08-24 00:20:00,NSW1,59.36,7264.0,7106.2
2024-08-24 00:25:00,NSW1,81.16,7212.8,6653.4
2024-08-24 00:30:00,NSW1,71.54,7185.1,6831.1
2024-08-24 00:35:00,NSW1,56.45,7014.2,6521.7
2024-08-24 00:40:00,NSW1,111.94,7242.6,6821.7
2024-08-24 00:45:00,NSW1,88.14,7176.8,6614.3
2024-08-24 00:50:00,NSW1,93.93,7276.6,6947.2
2024-08-24 00:55:00,NSW1,109.97,7189.5,6913.5
2024-08-24 01:00:00,NSW1,53.6,7255.1,6726.0
2024-08-24 01:05:00,NSW1,61.89,7072.7,6705.2
2024-08-24 01:10:00,NSW1,43.71,7199.6,6796.9
2024-08-24 01:15:00,NSW1,70.06,7241.3,6992.0
2024-08-24 01:20:00,NSW1,22.7,7101.2,6851.3
2024-08-24 01:25:00,NSW1,86.16,7170.5,6923.7
2024-08-24 01:30:00,NSW1,100.25,6869.9,6701.3
2024-08-24 01:35:00,NSW1,90.62,7035.3,6840.7
2024-08-24 01:40:00,NSW1,104.05,6798.4,6301.9
2024-08-24 01:45:00,NSW1,31.37,6893.6,6360.4
2024-08-24 01:50:00,NSW1,61.53,7003.4,6676.4
2024-08-24 01:55:00,NSW1,73.82,6847.7,6341.3
2024-08-24 02:00:00,NSW1,60.67,6800.0,6561.7
2024-08-24 02:05:00,NSW1,95.7,6913.8,6702.0
2024-08-24 02:10:00,NSW1,78.56,6781.2,6620.9
2024-08-24 02:15:00,NSW1,77.03,6852.0,6677.0
2024-08-24 02:20:00,NSW1,81.76,6905.0,6487.1
2024-08-24 02:25:00,NSW1,69.59,6949.6,6708.0
2024-08-24 02:30:00,NSW1,65.71,6713.0,6294.1
2024-08-24 02:35:00,NSW1,71.81,6780.8,6567.3
2024-08-24 02:40:00,NSW1,111.88,6670.1,6227.3
2024-08-24 02:45:00,NSW1,81.64,6624.8,6473.5
2024-08-24 02:50:00,NSW1,58.34,6680.7,6491.1
2024-08-24 02:55:00,NSW1,88.73,6682.5,6505.0
2024-08-24 03:00:00,NSW1,96.48,6639.9,6273.7
2024-08-24 03:05:00,NSW1,68.9,6495.9,6195.5
2024-08-24 03:10:00,NSW1,80.28,6528.9,6075.1
2024-08-24 03:15:00,NSW1,64.03,6697.6,6185.8
2024-08-24 03:20:00,NSW1,68.6,6838.8,6440.6
2024-08-24 03:25:00,NSW1,58.17,6758.9,6480.3
2024-08-24 03:30:00,NSW1,109.94,6726.0,6549.6
2024-08-24 03:35:00,NSW1,84.8,6764.8,6590.6
2024-08-24 03:40:00,NSW1,88.41,6892.1,6612.8
2024-08-24 03:45:00,NSW1,88.56,6751.5,6545.6
2024-08-24 03:50:00,NSW1,49.23,6724.7,6396.2
2024-08-24 03:55:00,NSW1,72.52,6815.7,6574.0
2024-08-24 04:00:00,NSW1,90.49,7091.7,6730.9
2024-08-24 04:05:00,NSW1,72.93,7040.4,6844.4
2024-08-24 04:10:00,NSW1,85.31,7130.7,6791.4
2024-08-24 04:15:00,NSW1,74.08,7004.3,6452.2
2024-08-24 04:20:00,NSW1,74.55,7139.2,6972.2
2024-08-24 04:25:00,NSW1,72.47,6938.9,6587.0
2024-08-24 04:30:00,NSW1,68.54,7120.6,6919.7
2024-08-24 04:35:00,NSW1,121.39,7293.8,6912.8
2024-08-24 04:40:00,NSW1,68.04,7423.7,6956.0
2024-08-24 04:45:00,NSW1,66.32,7029.6,6834.9
2024-08-24 04:50:00,NSW1,82.9,6963.8,6450.9
2024-08-24 04:55:00,NSW1,99.67,7196.8,6771.1
2024-08-24 05:00:00,NSW1,96.69,7178.7,6618.0
2024-08-24 05:05:00,NSW1,100.9,7046.9,6829.3
2024-08-24 05:10:00,NSW1,60.24,7186.6,6824.2
2024-08-24 05:15:00,NSW1,105.46,7271.0,6762.3
2024-08-24 05:20:00,NSW1,87.08,7354.6,6949.3
2024-08-24 05:25:00,NSW1,79.09,7575.5,7069.6
2024-08-24 05:30:00,NSW1,69.05,7571.0,7128.0
2024-08-24 05:35:00,NSW1,54.63,7546.2,6974.0
2024-08-24 05:40:00,NSW1,85.19,7417.4,6938.3
2024-08-24 05:45:00,NSW1,43.54,7459.4,7180.7
2024-08-24 05:50:00,NSW1,93.88,7568.2,7083.3
2024-08-24 05:55:00,NSW1,98.79,7612.6,7074.8
2024-08-24 06:00:00,NSW1,54.49,7463.9,6979.6
2024-08-24 06:05:00,NSW1,67.07,7952.1,7354.0
2024-08-24 06:10:00,NSW1,122.32,7624.5,7222.9
2024-08-24 06:15:00,NSW1,104.64,7738.8,7356.7
2024-08-24 06:20:00,NSW1,55.94,7607.8,7241.1
2024-08-24 06:25:00,NSW1,100.04,7628.4,7374.5
2024-08-24 06:30:00,NSW1,128.17,7798.8,7364.4
2024-08-24 06:35:00,NSW1,65.56,7978.7,7348.5
2024-08-24 06:40:00,NSW1,62.72,7848.1,7313.4
2024-08-24 06:45:00,NSW1,101.8,8067.9,7829.7
2024-08-24 06:50:00,NSW1,81.3,8152.5,7730.5
2024-08-24 06:55:00,NSW1,101.46,7876.8,7449.6
2024-08-24 07:00:00,NSW1,71.29,7903.8,7370.7
2024-08-24 07:05:00,NSW1,99.24,8129.3,7749.2
2024-08-24 07:10:00,NSW1,120.22,8280.0,8032.8
2024-08-24 07:15:00,NSW1,113.61,8444.6,8240.2
2024-08-24 07:20:00,NSW1,57.1,8269.4,7751.5
2024-08-24 07:25:00,NSW1,71.98,8317.5,7678.4
2024-08-24 07:30:00,NSW1,67.94,8291.1,8021.4
2024-08-24 07:35:00,NSW1,95.59,8350.1,7735.8
2024-08-24 07:40:00,NSW1,97.48,8460.4,8272.4
2024-08-24 07:45:00,NSW1,109.62,8389.5,7772.6
2024-08-24 07:50:00,NSW1,101.61,8186.8,7979.2
2024-08-24 07:55:00,NSW1,95.49,8259.0,7622.1
2024-08-24 08:00:00,NSW1,56.42,8437.0,7767.3
2024-08-24 08:05:00,NSW1,73.95,8116.7,7794.1
2024-08-24 08:10:00,NSW1,84.91,8169.8,7830.8
2024-08-24 08:15:00,NSW1,107.63,8185.5,7746.5
2024-08-24 08:20:00,NSW1,59.16,8106.5,7913.6
2024-08-24 08:25:00,NSW1,123.33,8338.7,7746.3
2024-08-24 08:30:00,NSW1,88.41,8524.0,7957.7
2024-08-24 08:35:00,NSW1,69.79,8171.1,7784.8
2024-08-24 08:40:00,NSW1,61.74,7994.8,7582.2
2024-08-24 08:45:00,NSW1,87.57,7948.2,7673.3
2024-08-24 08:50:00,NSW1,115.16,8108.5,7806.9
2024-08-24 08:55:00,NSW1,120.92,8034.0,7763.8
2024-08-24 09:00:00,NSW1,69.76,8256.1,7782.4
2024-08-24 09:05:00,NSW1,84.83,8056.3,7421.6
2024-08-24 09:10:00,NSW1,54.16,8139.8,7623.4
2024-08-24 09:15:00,NSW1,80.07,7720.1,7342.0
2024-08-24 09:20:00,NSW1,41.48,8001.4,7430.1
2024-08-24 09:25:00,NSW1,78.3,8159.8,7749.3
2024-08-24 09:30:00,NSW1,62.85,7619.7,7289.8
2024-08-24 09:35:00,NSW1,71.96,7871.6,7369.0
2024-08-24 09:40:00,NSW1,84.59,7842.8,7309.3
2024-08-24 09:45:00,NSW1,68.05,8038.8,7844.9
2024-08-24 09:50:00,NSW1,90.95,7816.3,7579.8
2024-08-24 09:55:00,NSW1,69.55,7436.2,6882.5
2024-08-24 10:00:00,NSW1,97.85,7604.5,7242.3
2024-08-24 10:05:00,NSW1,82.9,7843.4,7290.3
2024-08-24 10:10:00,NSW1,47.46,7291.6,6902.1
2024-08-24 10:15:00,NSW1,102.38,7429.8,7263.8
2024-08-24 10:20:00,NSW1,74.0,7505.9,7248.1
2024-08-24 10:25:00,NSW1,102.1,7615.3,7250.2
2024-08-24 10:30:00,NSW1,84.79,7418.0,7187.1
2024-08-24 10:35:00,NSW1,115.66,7320.1,7071.1
2024-08-24 10:40:00,NSW1,79.51,7640.9,7401.6
2024-08-24 10:45:00,NSW1,90.16,7306.1,6838.1
2024-08-24 10:50:00,NSW1,91.47,7431.7,7096.1
2024-08-24 10:55:00,NSW1,100.01,7267.3,6896.4
2024-08-24 11:00:00,NSW1,77.36,7244.2,7027.4
2024-08-24 11:05:00,NSW1,117.73,7194.6,7012.1
2024-08-24 11:10:00,NSW1,65.58,7171.7,7020.2
2024-08-24 11:15:00,NSW1,110.04,7463.4,6875.5
2024-08-24 11:20:00,NSW1,53.99,7334.8,7137.0
2024-08-24 11:25:00,NSW1,52.21,7288.6,6969.6
2024-08-24 11:30:00,NSW1,71.61,7383.1,7102.6
2024-08-24 11:35:00,NSW1,84.47,7135.0,6799.9
2024-08-24 11:40:00,NSW1,101.34,7487.7,6990.6
2024-08-24 11:45:00,NSW1,74.63,7120.9,6589.0
2024-08-24 11:50:00,NSW1,103.37,6966.3,6541.0
